Sales_ID,Order_ID,Date_ID,Product_ID,Customer_ID,Payment_ID,Quantity,Unit_Price,Sales_Amount
139,3680,35,6,126,4,4,24.79,99.16
140,3721,108,1,127,1,1,21.76,21.76
141,3742,109,8,128,4,2,10.81,21.62
142,3744,110,4,129,3,3,7.77,23.31
143,3765,85,9,130,1,3,7.48,22.44
144,3769,111,6,131,3,1,20.54,20.54
145,3775,79,8,132,3,5,14.54,72.7
146,3800,59,1,133,3,1,13.78,13.78
147,3834,112,3,134,4,3,7.91,23.73
148,3912,105,5,135,3,3,4.5,13.5
149,3940,113,5,136,2,1,5.41,5.41
150,3946,114,5,137,2,1,13.05,13.05
151,3953,115,7,138,3,4,13.31,53.24
152,3982,116,2,139,3,4,21.02,84.08
153,4002,88,1,140,2,4,12.85,51.4
154,4011,117,4,141,2,1,6.17,6.17
155,4013,118,4,142,3,4,17.87,71.48
156,4033,119,6,143,1,5,9.64,48.2
157,4050,120,3,144,1,5,5.92,29.6
158,4055,121,7,145,2,1,10.79,10.79
159,4056,75,4,146,1,4,15.11,60.44
160,4060,88,1,147,1,4,13.71,54.84
161,4062,122,1,148,1,4,21.39,85.56
162,4081,123,9,149,1,5,17.18,85.9
163,4115,123,3,150,4,1,8.92,8.92
164,4142,66,1,151,1,2,4.37,8.74
165,4144,124,3,152,4,2,3.8,7.6
166,4165,108,8,153,4,5,19.01,95.05
167,4183,63,4,154,2,2,7.16,14.32
168,4195,125,6,155,3,1,21.71,21.71
169,4212,23,3,156,3,5,15.29,76.45
170,4224,126,5,157,3,4,24.36,97.44
171,4233,69,4,158,3,3,7.71,23.13
172,4250,105,6,159,2,2,2.62,5.24
173,4274,127,8,160,1,4,8.19,32.76
174,4296,1,7,161,1,1,13.44,13.44
175,4352,36,2,162,2,5,2.51,12.55
176,4367,12,9,163,4,5,4.4,22.0
177,4389,96,3,164,3,3,24.74,74.22
178,4390,78,4,165,4,1,4.84,4.84
179,4403,128,2,166,4,2,24.01,48.02
180,4472,129,6,167,4,1,24.96,24.96
181,4478,76,2,168,1,1,12.99,12.99
182,4484,130,4,169,4,5,11.26,56.3
183,4514,130,2,170,4,4,2.28,9.12
184,4525,131,7,171,2,5,23.15,115.75
185,4540,94,8,172,3,4,21.64,86.56
186,4559,132,3,173,4,3,20.32,60.96
187,4569,67,8,174,2,4,19.73,78.92
188,4626,45,3,175,2,3,3.44,10.32
189,4681,133,3,176,2,3,8.73,26.19
190,4700,134,4,177,1,4,18.38,73.52
191,4707,135,2,178,4,3,24.45,73.35
192,4718,136,4,179,2,1,5.11,5.11
193,4728,137,6,180,4,1,22.89,22.89
194,4803,138,1,181,1,5,7.76,38.8
195,4811,139,7,182,4,5,8.06,40.3
196,4827,140,2,183,3,2,13.38,26.76
197,4837,61,7,184,3,4,17.71,70.84
198,4844,130,3,185,2,3,15.93,47.79
199,4846,84,3,186,2,2,10.54,21.08
200,4855,141,9,187,2,2,4.09,8.18
201,4859,5,7,188,4,3,9.52,28.56
202,4860,81,1,189,3,3,8.02,24.06
203,4870,142,9,190,1,2,8.52,17.04
204,4902,38,4,191,3,5,5.38,26.9
205,4908,42,1,192,1,4,2.51,10.04
206,4925,137,6,193,1,5,12.99,64.95
207,4937,51,9,194,2,5,16.07,80.35
208,4959,116,7,195,4,3,11.61,34.83
209,4961,34,4,196,3,5,17.0,85.0
210,5080,42,1,197,3,2,3.79,7.58
211,5095,110,9,198,2,3,18.92,56.76
212,5098,58,5,199,3,5,10.46,52.3
213,5103,121,6,200,1,3,13.97,41.91
214,5133,53,8,201,4,4,3.18,12.72
215,5134,64,9,202,1,1,20.73,20.73
216,5166,143,1,203,2,1,11.52,11.52
217,5188,144,3,204,1,5,17.43,87.15
218,5227,37,2,205,1,4,13.64,54.56
219,5252,34,3,206,4,2,24.51,49.02
220,5293,145,4,207,2,3,19.29,57.87
221,5294,121,8,208,4,3,11.86,35.58
222,5318,92,8,209,2,5,2.15,10.75
223,5320,76,3,210,1,3,5.49,16.47
224,5324,146,4,211,1,1,22.59,22.59
225,5326,147,8,212,2,3,2.42,7.26
226,5344,148,7,213,1,1,12.71,12.71
227,5358,149,2,214,1,4,5.53,22.12
228,5359,141,1,215,4,5,19.48,97.4
229,5387,116,2,216,4,1,16.58,16.58
230,5394,24,6,217,1,3,2.16,6.48
231,5409,136,1,218,4,5,4.77,23.85
232,5411,35,4,219,1,1,2.46,2.46
233,5416,29,6,220,1,4,12.91,51.64
234,5460,29,4,221,2,5,9.58,47.9
235,5467,150,3,222,3,2,6.3,12.6
236,5481,64,5,223,1,3,18.74,56.22
237,5509,28,4,224,2,3,17.18,51.54
238,5520,32,5,225,2,2,7.19,14.38
239,5544,93,3,226,2,2,10.24,20.48
240,5547,124,7,227,3,1,20.57,20.57
241,5550,71,4,228,3,3,24.52,73.56
242,5559,43,9,229,3,1,20.93,20.93
243,5577,112,5,230,4,2,23.6,47.2
244,5594,151,1,231,1,5,16.81,84.05
245,5614,61,4,232,4,5,8.86,44.3
246,5624,84,5,233,2,5,20.07,100.35
247,5649,67,7,234,1,4,21.98,87.92
248,5707,13,6,235,3,5,12.33,61.65
249,5747,26,1,236,2,2,8.57,17.14
250,5758,34,7,237,4,1,15.57,15.57
251,5766,142,6,238,3,5,6.02,30.1
252,5788,80,6,239,4,3,3.84,11.52
253,5816,152,3,240,3,2,4.4,8.8
254,5831,153,7,241,2,1,6.23,6.23
255,5845,5,2,242,2,5,10.83,54.15
256,5892,26,9,243,2,5,22.63,113.15
257,5906,154,3,244,2,3,4.63,13.89
258,5913,72,2,245,2,2,6.12,12.24
259,5924,35,7,246,1,3,3.84,11.52
260,5940,40,4,247,1,1,13.85,13.85
261,5946,69,1,248,2,1,12.57,12.57
262,5948,72,9,249,3,1,11.95,11.95
263,5951,155,8,250,2,2,9.76,19.52
264,5954,8,5,251,3,3,6.4,19.2
265,5982,156,1,252,4,3,17.1,51.3
266,6017,3,5,253,2,4,20.7,82.8
267,6030,123,7,254,4,1,20.33,20.33
268,6070,157,9,255,1,3,14.89,44.67
269,6080,158,9,256,3,5,20.81,104.05
270,6092,22,3,257,4,5,21.43,107.15
271,6096,159,6,258,1,1,2.59,2.59
272,6116,69,8,259,1,5,4.95,24.75
273,6151,115,1,260,1,2,13.64,27.28
274,6212,105,8,261,4,1,18.24,18.24
275,6218,65,3,262,2,4,17.26,69.04
276,6244,73,8,263,3,1,5.86,5.86
277,6247,107,4,264,3,5,8.54,42.7
278,6257,160,7,265,2,5,14.18,70.9
279,6263,67,7,266,4,5,6.99,34.95
280,6266,71,6,267,2,2,18.78,37.56
281,6272,7,1,268,1,2,3.8,7.6
282,6279,104,6,269,2,1,23.87,23.87
283,6280,161,1,270,4,1,16.94,16.94
284,6306,162,6,271,4,1,12.0,12.0
285,6309,52,7,272,1,5,15.44,77.2
286,6314,163,8,273,4,4,9.64,38.56
287,6323,164,4,274,4,1,21.31,21.31
288,6329,165,8,275,1,3,3.26,9.78
289,6341,166,5,276,4,4,16.48,65.92
290,6353,45,6,277,3,1,19.99,19.99
291,6389,85,2,278,4,5,14.74,73.7
292,6404,44,6,279,4,5,16.54,82.7
293,6443,76,5,280,4,1,7.93,7.93
294,6490,39,4,281,1,5,4.09,20.45
295,6498,129,2,282,4,2,9.87,19.74
296,6565,130,9,283,3,4,6.61,26.44
297,6578,167,3,284,4,4,16.74,66.96
298,6590,32,2,285,3,5,17.04,85.2
299,6592,148,3,286,1,1,8.88,8.88
300,6622,75,9,287,3,4,3.47,13.88
301,6626,116,7,288,4,1,21.57,21.57
302,6634,154,5,289,2,5,24.87,124.35
303,6635,48,4,290,2,4,21.66,86.64
304,6672,64,6,291,3,1,8.92,8.92
305,6685,144,6,292,3,1,17.35,17.35
306,6686,168,8,293,3,2,6.44,12.88
307,6706,100,6,294,3,5,9.32,46.6
308,6721,49,7,295,4,5,5.87,29.35
309,6753,114,3,296,3,2,15.2,30.4
310,6759,44,4,297,4,3,20.29,60.87
311,6776,169,2,298,1,5,22.33,111.65
312,6789,170,6,299,4,5,22.18,110.9
313,6792,171,2,300,1,4,8.76,35.04
314,6802,134,7,301,2,2,8.41,16.82
315,6805,167,3,302,2,1,16.32,16.32
316,6807,59,3,303,2,4,3.6,14.4
317,6815,165,9,304,1,4,10.62,42.48
318,6823,109,9,305,2,4,10.8,43.2
319,6828,59,7,306,4,4,7.64,30.56
320,6841,155,6,307,2,5,5.97,29.85
321,6857,148,7,308,3,4,13.08,52.32
322,6863,128,3,309,3,1,16.38,16.38
323,6918,172,1,310,4,3,11.34,34.02
324,6920,95,3,311,4,3,17.36,52.08
325,6939,42,3,312,2,1,6.67,6.67
326,6967,65,4,313,3,2,2.17,4.34
327,6981,173,2,314,3,3,8.73,26.19
328,7004,41,5,315,1,3,12.29,36.87
329,7016,167,3,316,2,5,9.0,45.0
330,7019,174,8,317,3,4,21.44,85.76
331,7043,97,3,318,2,2,5.93,11.86
332,7046,43,5,319,4,2,13.69,27.38
333,7092,175,7,103,2,3,3.13,9.39
334,7106,97,7,320,4,5,17.38,86.9
335,7117,32,9,321,2,1,3.02,3.02
336,7161,62,6,322,1,4,22.68,90.72
337,7194,55,5,323,4,5,18.18,90.9
338,7215,58,2,324,4,1,14.27,14.27
339,7240,28,1,325,1,4,19.19,76.76
340,7257,176,4,326,3,3,11.61,34.83
341,7301,146,3,327,2,4,2.81,11.24
342,7314,156,4,328,4,2,9.13,18.26
343,7424,177,9,329,2,1,2.51,2.51
344,7426,157,2,330,3,3,19.13,57.39
345,7469,166,3,331,4,3,16.38,49.14
346,7476,136,7,332,4,4,22.46,89.84
347,7479,11,8,333,3,5,10.93,54.65
348,7489,9,7,334,2,4,22.14,88.56
349,7532,40,6,335,1,4,23.76,95.04
350,7535,2,7,336,4,2,22.45,44.9
351,7554,143,5,337,2,4,2.69,10.76
352,7570,178,8,338,3,4,21.01,84.04
353,7586,165,5,339,1,4,7.76,31.04
354,7605,132,5,340,2,4,23.55,94.2
355,7606,145,4,341,3,3,19.67,59.01
356,7628,179,8,342,2,2,22.54,45.08
357,7631,30,3,343,1,1,18.78,18.78
358,7636,90,5,344,2,4,18.54,74.16
359,7659,135,5,345,4,1,16.06,16.06
360,7705,69,8,346,1,5,12.3,61.5
361,7716,99,1,347,1,3,19.07,57.21
362,7720,142,9,348,3,1,22.1,22.1
363,7725,180,4,349,2,2,5.31,10.62
364,7756,181,6,350,2,1,21.83,21.83
365,7768,182,8,351,1,2,9.17,18.34
366,7792,72,7,352,3,1,6.8,6.8
367,7805,43,1,353,3,1,17.82,17.82
368,7824,35,6,354,4,5,9.88,49.4
369,7876,149,2,355,2,5,20.54,102.7
370,7900,83,4,356,1,4,3.61,14.44
371,7901,74,2,357,3,4,3.07,12.28
372,7910,165,7,358,1,1,15.78,15.78
373,7920,170,2,359,3,1,6.65,6.65
374,7930,88,6,360,4,3,15.07,45.21
375,7940,183,9,361,1,4,3.79,15.16
376,7960,60,9,362,4,3,5.09,15.27
377,7965,78,9,363,1,5,6.64,33.2
378,7969,184,8,364,2,4,13.99,55.96
379,7972,160,9,365,4,1,17.86,17.86
380,7976,173,4,366,1,4,4.07,16.28
381,7981,88,3,367,2,5,9.07,45.35
382,8008,173,4,368,1,1,10.08,10.08
383,8018,136,8,369,3,5,11.79,58.95
384,8051,155,8,370,2,3,22.52,67.56
385,8091,185,3,371,4,5,9.49,47.45
386,8109,186,7,372,3,2,15.56,31.12
387,8137,127,8,373,1,5,22.71,113.55
388,8168,54,7,374,2,2,5.95,11.9
389,8170,117,5,375,4,3,21.48,64.44
390,8174,100,5,376,2,2,7.19,14.38
391,8184,187,6,377,3,2,8.43,16.86
392,8196,36,6,378,1,1,13.91,13.91
393,8216,80,8,379,4,4,4.46,17.84
394,8243,155,3,380,3,4,6.04,24.16
395,8255,121,5,381,2,5,20.85,104.25
396,8278,54,6,382,2,3,18.95,56.85
397,8279,168,8,383,2,2,12.61,25.22
398,8280,157,4,384,4,2,22.99,45.98
399,8290,188,2,385,2,2,16.98,33.96
400,8321,34,3,386,4,1,19.75,19.75
401,8360,102,6,387,3,4,19.7,78.8
402,8382,189,4,388,2,3,6.65,19.95
403,8430,52,1,389,4,1,4.1,4.1
404,8445,126,6,390,4,3,6.18,18.54
405,8460,125,2,391,1,5,24.88,124.4
406,8482,67,9,392,2,1,17.95,17.95
407,8483,105,1,393,1,4,16.21,64.84
408,8526,10,7,394,4,1,15.84,15.84
409,8544,78,1,395,1,2,6.19,12.38
410,8560,82,4,396,2,1,20.26,20.26
411,8612,78,3,397,2,4,6.95,27.8
412,8625,190,9,398,3,5,22.96,114.8
413,8629,187,8,399,3,1,9.28,9.28
414,8664,148,8,400,3,5,19.78,98.9
415,8675,191,5,401,2,3,6.38,19.14
416,8676,37,8,402,3,3,11.5,34.5
417,8700,86,4,403,2,1,6.27,6.27
418,8740,133,9,404,2,5,12.26,61.3
419,8767,154,4,405,4,2,3.25,6.5
420,8786,50,1,406,3,2,2.27,4.54
421,8800,137,2,407,4,1,21.58,21.58
422,8824,178,8,408,4,4,4.68,18.72
423,8828,21,7,409,4,1,13.11,13.11
424,8851,19,9,410,4,3,8.03,24.09
425,8874,98,4,411,4,1,23.88,23.88
426,8875,103,6,412,1,2,20.3,40.6
427,8884,130,4,413,3,3,9.64,28.92
428,8927,192,2,414,4,1,18.17,18.17
429,8964,193,5,415,1,4,3.5,14.0
430,8968,8,4,416,1,1,16.31,16.31
431,8984,194,6,417,2,4,17.02,68.08
432,8996,61,3,418,4,4,7.58,30.32
433,9001,194,5,419,1,5,11.9,59.5
434,9040,47,9,420,4,5,19.49,97.45
435,9053,117,4,421,4,4,16.4,65.6
436,9086,183,2,422,1,1,10.32,10.32
437,9087,117,6,423,3,1,5.68,5.68
438,9088,11,2,424,1,3,3.33,9.99
439,9089,100,4,425,1,5,16.93,84.65
440,9101,71,8,426,1,3,4.78,14.34
441,9125,168,3,427,1,3,16.68,50.04
442,9126,141,6,428,2,5,23.28,116.4
443,9130,62,3,429,1,4,18.67,74.68
444,9154,172,7,430,2,3,22.49,67.47
445,9175,71,9,431,2,4,16.02,64.08
446,9207,169,6,432,4,4,13.24,52.96
447,9211,195,4,433,4,5,6.59,32.95
448,9240,52,6,434,3,5,7.57,37.85
449,9267,143,6,435,4,5,20.81,104.05
450,9271,11,7,436,3,1,7.31,7.31
451,9276,116,7,437,3,4,21.35,85.4
452,9294,50,7,438,3,4,17.29,69.16
453,9301,6,5,439,2,1,17.89,17.89
454,9305,34,9,440,2,1,5.14,5.14
455,9319,42,1,441,1,4,14.17,56.68
456,9325,18,1,442,4,4,19.48,77.92
457,9332,77,2,443,1,3,14.6,43.8
458,9369,50,8,444,2,5,20.75,103.75
459,9412,143,9,445,2,2,18.29,36.58
460,9414,101,3,446,4,4,15.55,62.2
461,9428,109,7,447,3,5,3.53,17.65
462,9429,53,4,448,1,4,14.73,58.92
463,9447,196,2,449,4,1,12.23,12.23
464,9450,72,7,450,1,3,22.03,66.09
465,9485,33,9,451,1,3,5.33,15.99
466,9513,8,6,452,3,2,9.81,19.62
467,9562,156,9,453,1,1,4.19,4.19
468,9564,130,4,454,4,5,10.14,50.7
469,9566,83,5,455,3,1,23.91,23.91
470,9578,101,7,133,3,2,2.08,4.16
471,9586,39,4,456,1,4,22.44,89.76
472,9593,197,3,457,3,5,12.02,60.1
473,9625,114,4,458,3,1,16.55,16.55
474,9659,188,2,459,1,1,19.13,19.13
475,9674,106,4,460,2,4,23.01,92.04
476,9709,75,9,461,4,4,21.78,87.12
477,9737,140,7,462,2,1,9.07,9.07
478,9739,67,9,463,2,5,19.65,98.25
479,9744,113,1,464,1,5,9.69,48.45
480,9748,198,9,465,2,3,24.03,72.09
481,9764,27,4,466,3,5,18.14,90.7
482,9769,117,8,467,4,2,17.22,34.44
483,9772,116,6,468,3,5,2.81,14.05
484,9779,126,4,469,1,5,9.43,47.15
485,9798,138,9,470,4,5,10.53,52.65
486,9816,17,8,471,4,5,5.63,28.15
487,9823,149,7,472,4,2,5.34,10.68
488,9836,161,2,473,3,3,15.99,47.97
489,9839,125,7,474,3,4,6.1,24.4
490,9855,199,6,475,2,5,3.58,17.9
491,9859,4,1,476,2,5,10.01,50.05
492,9879,50,1,477,4,3,4.05,12.15
493,9888,114,5,478,3,1,13.86,13.86
494,9913,38,3,479,3,2,18.8,37.6
495,9922,40,5,480,2,5,16.28,81.4
496,9927,4,5,481,3,2,17.57,35.14
497,9936,200,7,482,2,2,15.76,31.52
498,9963,64,5,174,3,4,3.07,12.28
499,9969,95,3,483,3,3,9.42,28.26
500,9997,107,2,484,3,1,4.58,4.58
